date,value,type
2025-06-18 00:00:00,4160.97,expense
2025-02-20 00:00:00,6349.15,income
2025-06-06 00:00:00,7190.79,income
2025-06-15 00:00:00,9590.78,income
2025-11-16 00:00:00,1845.44,expense
2025-07-17 00:00:00,4500.2,expense
2025-08-22 00:00:00,7832.06,expense
2025-03-28 00:00:00,8329.46,income
2025-03-30 00:00:00,5817.87,expense
2025-02-28 00:00:00,8108.08,expense
2025-01-29 00:00:00,2776.03,expense
2025-11-23 00:00:00,8057.91,expense
3/16/2025,232.08,expense
2025-03-11 00:00:00,7328.2,expense
2025-03-17 00:00:00,1704.27,income
2025-09-19 00:00:00,4166.12,expense
2025-11-14 00:00:00,2311.86,expense
2025-07-19 00:00:00,3144.81,expense
2025-04-09 00:00:00,1940.24,income
2025-12-26 00:00:00,1835.69,income
2025-09-18 00:00:00,5254.56,income
2025-02-21 00:00:00,4604.07,income
2025-07-20 00:00:00,2726.83,expense
2025-08-15 00:00:00,3802.62,expense
2025-11-09 00:00:00,8079.31,income
2025-09-22 00:00:00,1761.5,income
2025-12-11 00:00:00,5791.7,income
2025-04-26 00:00:00,3866.43,expense
2025-09-22 00:00:00,3856.44,income
2025-03-24 00:00:00,5450.22,expense
2025-12-02 00:00:00,7557.15,expense
2025-07-25 00:00:00,2049.14,income
2025-12-30 00:00:00,2836.31,expense
2025-04-12 00:00:00,7328.93,income
2025-09-17 00:00:00,2617.27,income
2025-09-06 00:00:00,9687.08,expense
2025-10-10 00:00:00,4775.48,income
2025-01-30 00:00:00,4419.79,expense
2025-11-23 00:00:00,8126.54,expense
2025-01-23 00:00:00,2680.94,income
2025-11-15 00:00:00,2704.33,income
2025-05-29 00:00:00,7107.55,income
2025-08-27 00:00:00,1354.13,expense
2025-09-19 00:00:00,4468.75,expense
2025-07-23 00:00:00,2093.82,income
2025-11-11 00:00:00,5935.63,income
2025-08-21 00:00:00,2810.26,income
2025-01-31 00:00:00,1128.31,income
2025-04-10 00:00:00,3966.77,income
2025-01-13 00:00:00,7878.76,expense
1/6/2025,225.33,expense
2025-06-18 00:00:00,5115.37,expense
2025-07-30 00:00:00,8417.19,income
2025-09-13 00:00:00,3104.45,income
2025-08-25 00:00:00,1799.6,income
2025-10-08 00:00:00,7770.57,income
2025-02-15 00:00:00,8574.73,expense
2025-09-06 00:00:00,7138.93,expense
1/12/2025,267.23,expense
2025-06-27 00:00:00,6034.33,expense
2025-11-14 00:00:00,1199.04,income
2025-10-15 00:00:00,3541.13,expense
2025-11-24 00:00:00,3396.47,expense
2025-11-09 00:00:00,1098.8,expense
2025-10-02 00:00:00,7173.8,expense
2025-04-25 00:00:00,1288.79,expense
2025-05-04 00:00:00,8918.92,income
2025-10-31 00:00:00,3004.42,expense
2025-07-11 00:00:00,3494.88,expense
2025-12-06 00:00:00,3530.17,expense
2025-12-09 00:00:00,7896.17,income
2025-11-22 00:00:00,6014.42,expense
2025-10-05 00:00:00,5211.94,expense
2025-08-18 00:00:00,7362.03,expense
2025-09-16 00:00:00,6673.63,expense
2025-01-20 00:00:00,2680.31,income
2025-05-15 00:00:00,1202.6,income
2025-06-25 00:00:00,9750.28,income
2025-07-16 00:00:00,8528.77,income
2025-04-13 00:00:00,1968.93,expense
2025-06-24 00:00:00,9247.48,income
2025-04-03 00:00:00,2009.63,expense
2025-05-26 00:00:00,6955.65,expense
2025-12-26 00:00:00,4645.56,expense
2025-06-25 00:00:00,6918.5,expense
2025-04-10 00:00:00,8923.12,income
2025-03-31 00:00:00,1083.48,income
2025-12-17 00:00:00,9602.07,expense
2025-02-19 00:00:00,1531.76,expense
2025-09-17 00:00:00,9878.72,income
2025-10-03 00:00:00,2988.23,income
2025-06-04 00:00:00,5460.73,income
2025-06-22 00:00:00,5982.83,expense
2025-01-09 00:00:00,4478.15,income
6/3/2025,230.78,expense
2025-06-12 00:00:00,5227.92,expense
2025-04-20 00:00:00,7737.82,expense
2025-08-08 00:00:00,7034.07,expense
2025-09-25 00:00:00,7052.61,income
2025-02-11 00:00:00,9515.97,expense
2025-01-12 00:00:00,4376.62,expense
2025-10-02 00:00:00,9586.41,income
2025-01-26 00:00:00,5716.63,expense
2025-05-09 00:00:00,3463.88,expense
2025-01-03 00:00:00,8356.81,income
2025-03-23 00:00:00,6273.28,expense
2025-10-15 00:00:00,3712.02,income
2025-08-15 00:00:00,4954.49,expense
2025-09-11 00:00:00,2097.88,income
2025-01-13 00:00:00,1327.47,expense
2025-07-18 00:00:00,2090.46,income
2025-12-25 00:00:00,2969.3,income
2025-05-28 00:00:00,4189.1,income
2025-04-06 00:00:00,7937.32,expense
2025-11-21 00:00:00,9099.76,income
2025-05-06 00:00:00,6314.78,income
2025-01-27 00:00:00,8459.11,expense
2025-02-25 00:00:00,1062.74,income
2025-10-20 00:00:00,7245.18,income
2025-10-23 00:00:00,2569.49,expense
2025-05-16 00:00:00,8376.99,income
2025-07-19 00:00:00,5343.17,income
2025-03-25 00:00:00,3135.47,expense
2025-01-26 00:00:00,7504.28,expense
5/9/2025,226.58,expense
2025-07-24 00:00:00,9757.07,income
6/14/2025,286.94,expense
2025-05-20 00:00:00,8503.37,expense
2025-08-21 00:00:00,6812.31,income
2025-12-18 00:00:00,3102.34,expense
2025-07-28 00:00:00,6246.35,expense
2025-01-07 00:00:00,5570.94,expense
2025-12-15 00:00:00,2226.47,expense
2025-08-26 00:00:00,5923.39,expense
2025-07-27 00:00:00,1838.84,income
2025-03-25 00:00:00,1117.72,expense
2025-05-06 00:00:00,2278.04,income
2025-05-30 00:00:00,4599.91,income
2025-02-13 00:00:00,1947.27,expense
2025-11-12 00:00:00,9879.23,income
2025-06-12 00:00:00,7281.81,expense
2025-09-15 00:00:00,2670.61,expense
2025-06-16 00:00:00,8705.78,income
2025-06-17 00:00:00,7965.86,expense
2025-08-02 00:00:00,2116.71,income
2025-07-09 00:00:00,4443.24,expense
2025-10-24 00:00:00,3994.77,income
3/1/2025,280.09,expense
2025-01-24 00:00:00,7047.43,income
2025-11-21 00:00:00,2007.91,income
2025-08-07 00:00:00,3196.95,income
2025-07-22 00:00:00,5100.02,income
2025-06-27 00:00:00,4972.18,income
2025-01-26 00:00:00,8213.59,income
6/28/2025,270.13,expense
2025-08-02 00:00:00,4647.38,expense
2025-12-21 00:00:00,8948.55,expense
1/14/2025,206.19,expense
2025-06-10 00:00:00,1587.9,expense
2025-05-27 00:00:00,6933.09,income
4/26/2025,284.18,expense
2025-11-05 00:00:00,2384.62,expense
2025-06-05 00:00:00,5589.08,income
2025-03-03 00:00:00,4693.49,expense
2025-08-20 00:00:00,6909.04,income
2025-05-01 00:00:00,5464.41,income
2025-12-13 00:00:00,4374.44,income
2025-04-23 00:00:00,3241.93,income
2025-10-19 00:00:00,6301.68,expense
2025-04-01 00:00:00,1212.19,expense
2025-09-16 00:00:00,4049.28,income
2025-08-09 00:00:00,7040.09,expense
2025-11-06 00:00:00,4849.84,expense
2025-04-03 00:00:00,4862.46,income
2025-04-17 00:00:00,1075.4,expense
2025-11-27 00:00:00,8724.82,income
2025-11-04 00:00:00,8772.2,expense
2025-05-24 00:00:00,8753.95,expense
2025-09-14 00:00:00,5176.42,expense
2025-10-19 00:00:00,4080.47,income
2025-10-14 00:00:00,7676.7,income
2025-10-17 00:00:00,8600.82,income
2025-07-16 00:00:00,3600.64,income
2025-07-05 00:00:00,4142.33,income
2025-08-03 00:00:00,3826.84,expense
2025-08-04 00:00:00,9666.07,income
2025-11-19 00:00:00,1761.77,expense
2025-08-16 00:00:00,5265.93,expense
2025-08-01 00:00:00,4980.61,expense
2025-07-29 00:00:00,8438.85,expense
2025-09-08 00:00:00,5290.48,expense
2025-10-11 00:00:00,8409.51,expense
2025-09-15 00:00:00,4812.71,income
2025-02-15 00:00:00,6669.01,expense
2025-10-14 00:00:00,5634.67,income
2025-03-20 00:00:00,1361.79,expense
2025-06-27 00:00:00,5373.22,income
2025-12-22 00:00:00,1002.61,expense
2025-10-10 00:00:00,1710.01,expense
2025-08-31 00:00:00,2358.63,expense
2025-12-29 00:00:00,5465.82,expense
2025-11-18 00:00:00,7333.68,expense
2025-10-22 00:00:00,3815.55,income
2025-05-01 00:00:00,6666.75,income
1/29/2025,221.15,expense
2025-12-30 00:00:00,6802.69,expense
2025-12-20 00:00:00,9613.0,expense
2025-06-17 00:00:00,7625.76,expense
2025-03-07 00:00:00,3342.43,expense
2025-11-06 00:00:00,7540.39,expense
2025-03-05 00:00:00,3728.55,income
2025-05-13 00:00:00,3032.3,expense
2025-02-04 00:00:00,2478.55,expense
2025-03-12 00:00:00,2750.31,income
2025-10-02 00:00:00,9899.48,income
2025-03-31 00:00:00,3899.29,expense
2025-11-30 00:00:00,5739.74,expense
2025-08-09 00:00:00,6690.57,expense
2025-01-03 00:00:00,5597.49,income
2025-09-26 00:00:00,7376.0,expense
2025-03-06 00:00:00,2297.36,expense
2025-11-12 00:00:00,6117.91,expense
2025-02-02 00:00:00,1679.36,expense
1/5/2025,270.39,expense
2025-04-25 00:00:00,7219.03,income
2025-10-03 00:00:00,6418.71,income
2025-08-13 00:00:00,9813.16,expense
2025-04-25 00:00:00,8289.54,income
2025-12-10 00:00:00,5060.09,expense
2025-12-24 00:00:00,2479.73,expense
2025-06-17 00:00:00,6640.72,expense
2025-01-30 00:00:00,6061.95,expense
2025-10-28 00:00:00,2262.58,income
2025-07-12 00:00:00,4075.31,income
2025-06-10 00:00:00,4717.75,income
2025-12-01 00:00:00,5060.29,income
2025-10-15 00:00:00,5068.51,expense
2025-01-31 00:00:00,9414.35,income
2025-01-25 00:00:00,7172.87,income
2025-06-07 00:00:00,1605.55,income
2025-12-04 00:00:00,6405.52,expense
2025-12-12 00:00:00,6130.42,income
2025-01-19 00:00:00,1440.84,expense
2025-10-25 00:00:00,6560.65,expense
2025-03-06 00:00:00,7400.13,income
2025-11-19 00:00:00,8396.31,income
2025-01-15 00:00:00,6689.34,income
2025-08-14 00:00:00,7122.12,expense
2025-09-20 00:00:00,2908.55,expense
2025-04-13 00:00:00,8770.23,expense
2025-05-15 00:00:00,3379.11,expense
2025-01-03 00:00:00,2207.93,income
2025-06-04 00:00:00,1551.93,expense
2025-02-15 00:00:00,3158.13,income
2025-05-01 00:00:00,3495.78,expense
2025-10-17 00:00:00,6008.93,income
2025-02-28 00:00:00,8201.12,expense
2025-12-10 00:00:00,3295.6,expense
2025-05-19 00:00:00,6101.68,expense
2025-01-07 00:00:00,1394.42,income
2025-10-01 00:00:00,2133.37,income
2025-07-12 00:00:00,9865.97,expense
2025-05-29 00:00:00,5588.26,expense
2025-05-03 00:00:00,6858.64,income
2025-10-23 00:00:00,8910.24,expense
2025-12-08 00:00:00,1608.35,income
2025-03-17 00:00:00,1584.19,expense
2025-09-15 00:00:00,6432.83,expense
2025-12-21 00:00:00,1442.5,expense
2025-05-18 00:00:00,2203.25,expense
2025-06-29 00:00:00,3507.83,income
2025-08-04 00:00:00,1116.09,expense
2025-12-22 00:00:00,9733.91,expense
2025-03-26 00:00:00,3383.38,income
2025-07-02 00:00:00,9534.61,income
2025-05-12 00:00:00,2661.32,income
2025-02-08 00:00:00,9752.38,income
2025-07-16 00:00:00,3446.72,expense
2025-11-08 00:00:00,6783.17,income
2025-03-21 00:00:00,1916.92,expense
2025-02-27 00:00:00,3020.16,expense
2025-09-27 00:00:00,7773.64,expense
2025-04-11 00:00:00,2182.47,income
2025-10-16 00:00:00,3479.23,expense
2025-01-29 00:00:00,3838.89,income
2025-05-07 00:00:00,8216.2,expense
2025-03-29 00:00:00,7517.41,expense
2025-04-14 00:00:00,6868.55,expense
5/31/2025,273.93,expense
2025-10-01 00:00:00,5284.24,expense
2025-11-20 00:00:00,1816.16,income
2025-06-15 00:00:00,8953.5,income
2025-08-24 00:00:00,8429.9,income
2025-11-23 00:00:00,7627.23,expense
2025-08-05 00:00:00,6210.5,income
2025-02-14 00:00:00,2160.86,expense
2025-03-17 00:00:00,8735.73,expense
2025-12-01 00:00:00,9742.52,expense
2025-11-13 00:00:00,7137.88,income
2025-09-18 00:00:00,1653.41,income
2025-08-27 00:00:00,8488.79,expense
2025-05-05 00:00:00,7685.13,income
2025-02-12 00:00:00,7990.97,expense
2025-07-29 00:00:00,7098.48,expense
2025-01-07 00:00:00,3040.14,expense
2025-04-23 00:00:00,2105.23,expense
2025-08-30 00:00:00,9213.95,income
2025-05-10 00:00:00,7497.38,income
2025-10-19 00:00:00,3232.77,income
2025-09-02 00:00:00,1796.99,expense
2025-10-19 00:00:00,6729.34,expense
2025-03-10 00:00:00,4271.33,income
2025-09-22 00:00:00,3891.45,expense
2025-05-26 00:00:00,9105.35,expense
2025-11-26 00:00:00,6643.29,expense
2025-06-25 00:00:00,8628.86,expense
2025-09-09 00:00:00,1385.05,income
2025-07-20 00:00:00,4315.5,income
2025-12-23 00:00:00,8882.76,income
2025-01-15 00:00:00,9727.12,expense
2025-05-09 00:00:00,3959.74,expense
2025-10-08 00:00:00,1540.76,income
2025-12-05 00:00:00,1070.78,income
2025-09-04 00:00:00,9021.9,income
2025-07-14 00:00:00,2015.75,income
2025-07-07 00:00:00,5253.32,income
2025-02-16 00:00:00,8188.88,expense
2025-08-16 00:00:00,9700.73,income
2025-02-13 00:00:00,8029.48,income
2025-10-14 00:00:00,2660.29,income
2025-11-19 00:00:00,9492.17,income
2025-02-20 00:00:00,2436.96,income
2025-05-09 00:00:00,3232.4,income
2025-12-24 00:00:00,4074.49,expense
2025-04-05 00:00:00,7984.83,expense
2025-03-25 00:00:00,6614.71,income
2025-08-13 00:00:00,8783.97,income
2025-10-05 00:00:00,9955.28,income
2025-07-05 00:00:00,3483.9,income
2025-05-20 00:00:00,3053.26,income
2025-07-02 00:00:00,5244.36,expense
2025-11-17 00:00:00,8423.88,income
2025-07-03 00:00:00,3465.79,expense
2025-05-13 00:00:00,3516.43,income
2025-03-10 00:00:00,4115.63,expense
2025-12-06 00:00:00,1700.83,expense
2025-09-30 00:00:00,2760.55,expense
2025-12-10 00:00:00,3812.18,income
2025-10-11 00:00:00,6377.23,income
2025-12-17 00:00:00,4450.17,income
2025-09-16 00:00:00,6202.31,expense
2025-01-21 00:00:00,5072.9,expense
4/22/2025,232.99,expense
2025-11-28 00:00:00,5111.94,income
2025-02-17 00:00:00,8154.55,income
2025-11-08 00:00:00,1042.11,expense
2025-11-08 00:00:00,9271.37,expense
2025-10-20 00:00:00,8888.52,expense
2025-01-31 00:00:00,2452.69,expense
2025-10-07 00:00:00,6636.03,income
2025-01-24 00:00:00,6744.06,expense
2025-02-02 00:00:00,5240.73,expense
2025-09-02 00:00:00,2827.02,expense
2025-06-29 00:00:00,4725.44,expense
2025-02-09 00:00:00,4625.72,income
2025-01-24 00:00:00,5499.27,income
2025-02-03 00:00:00,5350.22,income
2025-02-04 00:00:00,6146.37,income
2025-04-15 00:00:00,8251.17,income
6/30/2025,235.26,expense
2025-07-01 00:00:00,8109.72,income
2025-08-01 00:00:00,3905.39,income
2025-08-07 00:00:00,6222.88,expense
2025-04-29 00:00:00,3146.89,expense
2025-06-15 00:00:00,1534.76,income
2025-09-11 00:00:00,8922.01,expense
2025-11-06 00:00:00,2453.4,expense
2025-10-16 00:00:00,2167.42,expense
2025-05-17 00:00:00,8677.59,expense
2025-07-14 00:00:00,7627.38,expense
2025-01-07 00:00:00,7530.22,income
2025-06-17 00:00:00,5676.73,income
2025-11-25 00:00:00,7091.48,expense
2025-06-21 00:00:00,2745.73,income
2025-01-01 00:00:00,9085.78,income
2025-05-23 00:00:00,1258.69,expense
2025-04-28 00:00:00,6275.37,expense
2025-04-12 00:00:00,7005.84,income
2025-10-27 00:00:00,8365.91,expense
2025-10-10 00:00:00,9169.04,expense
2025-12-04 00:00:00,1446.9,expense
2025-11-06 00:00:00,4709.76,income
2025-03-16 00:00:00,5487.38,expense
2025-01-18 00:00:00,3647.51,expense
2025-02-14 00:00:00,5801.62,income
2025-08-29 00:00:00,8736.99,expense
2025-02-20 00:00:00,9802.31,income
2025-06-13 00:00:00,7793.86,income
2025-02-03 00:00:00,1834.95,expense
2025-08-07 00:00:00,2016.88,expense
2025-07-14 00:00:00,3999.54,income
2025-12-03 00:00:00,2524.95,income
2025-05-18 00:00:00,3302.36,income
2025-09-10 00:00:00,9019.72,expense
2025-08-12 00:00:00,4567.35,expense
2025-02-27 00:00:00,6294.07,expense
2025-06-29 00:00:00,9589.11,income
2025-06-05 00:00:00,5267.11,expense
2025-05-19 00:00:00,6745.26,income
2025-10-14 00:00:00,1198.05,expense
2025-07-24 00:00:00,1011.69,expense
2025-01-16 00:00:00,6598.65,expense
2025-08-19 00:00:00,2056.38,expense
2025-04-05 00:00:00,4142.68,income
2025-04-09 00:00:00,7759.62,income
3/27/2025,216.97,expense
2025-12-04 00:00:00,5860.34,expense
2025-08-26 00:00:00,9271.05,income
2025-01-11 00:00:00,6316.99,expense
2025-10-30 00:00:00,3130.81,income
2025-06-12 00:00:00,7969.82,expense
2025-03-30 00:00:00,8667.42,income
2025-10-10 00:00:00,2945.31,income
2025-10-16 00:00:00,6314.16,expense
2025-11-03 00:00:00,5635.95,income
2025-10-20 00:00:00,6705.95,expense
2025-02-17 00:00:00,7731.81,income
2025-08-02 00:00:00,7983.18,income
2025-09-21 00:00:00,6448.21,expense
2025-03-15 00:00:00,6130.07,income
2025-03-22 00:00:00,3260.49,expense
2025-04-21 00:00:00,9501.48,income
2025-07-04 00:00:00,6328.95,income
2025-08-22 00:00:00,6301.93,expense
2025-07-20 00:00:00,2549.16,expense
2025-11-18 00:00:00,1268.26,expense
2025-06-28 00:00:00,8465.44,income
2025-04-11 00:00:00,6275.45,income
2025-07-18 00:00:00,5245.55,income
2025-09-15 00:00:00,6207.89,income
2025-12-21 00:00:00,4814.35,expense
2025-09-25 00:00:00,8535.14,income
2025-04-06 00:00:00,3001.39,expense
2025-07-06 00:00:00,5604.09,income
2025-01-13 00:00:00,7799.9,expense
2025-04-29 00:00:00,3837.41,expense
2025-06-28 00:00:00,1047.98,income
2025-05-14 00:00:00,3017.68,income
2025-11-01 00:00:00,4891.71,expense
2025-10-12 00:00:00,5143.65,expense
2025-09-10 00:00:00,1275.86,income
2025-03-28 00:00:00,7866.26,income
3/31/2025,228.26,expense
2025-06-11 00:00:00,7632.19,income
2025-04-03 00:00:00,6481.85,income
2025-01-28 00:00:00,3258.94,expense
2025-04-04 00:00:00,5543.65,expense
2025-03-03 00:00:00,9244.57,income
2025-06-20 00:00:00,2319.17,income
2025-11-17 00:00:00,9822.01,income
2025-03-07 00:00:00,8009.54,income
2025-01-01 00:00:00,7891.13,income
2025-12-18 00:00:00,2414.27,income
2025-02-17 00:00:00,9567.82,expense
2025-03-11 00:00:00,4922.4,income
2025-07-04 00:00:00,4471.12,expense
2025-06-20 00:00:00,3269.16,income
2025-04-27 00:00:00,6157.34,expense
2025-09-03 00:00:00,8668.83,expense
2025-11-16 00:00:00,5909.38,income
2025-07-03 00:00:00,2313.82,income
2025-07-24 00:00:00,7055.46,expense
2025-01-28 00:00:00,7173.65,income
2025-09-24 00:00:00,8646.14,income
2025-11-14 00:00:00,6649.03,expense
2025-05-06 00:00:00,8264.88,expense
2025-01-06 00:00:00,9621.61,income
2025-05-05 00:00:00,4516.33,income
2025-03-30 00:00:00,6869.43,expense
2025-10-29 00:00:00,3948.38,income
2025-08-13 00:00:00,2119.86,expense
2025-05-31 00:00:00,1585.35,expense
2025-12-02 00:00:00,6440.44,income
2025-04-18 00:00:00,1875.84,expense
2025-03-16 00:00:00,1119.43,expense
2025-09-13 00:00:00,7912.63,expense
2025-05-08 00:00:00,5689.56,expense
2025-11-17 00:00:00,2303.99,expense
2025-02-17 00:00:00,1928.1,expense
2025-01-31 00:00:00,1241.01,expense
2025-04-04 00:00:00,4919.92,income
1/18/2025,277.9,expense
2025-09-12 00:00:00,1626.84,expense
2025-11-23 00:00:00,6527.2,income
3/12/2025,226.57,expense
2025-12-07 00:00:00,8380.61,income
2025-03-01 00:00:00,9097.6,income
2025-01-17 00:00:00,1891.36,expense
2025-12-29 00:00:00,4597.57,income
2025-02-28 00:00:00,9670.3,expense
2025-03-14 00:00:00,7825.8,income
2025-03-16 00:00:00,7209.01,income
2025-09-11 00:00:00,7187.72,expense
2025-08-19 00:00:00,6645.5,income
2025-03-20 00:00:00,5658.4,income
2025-01-27 00:00:00,2003.77,income
2025-02-23 00:00:00,8188.16,income
2025-06-30 00:00:00,5398.43,expense
2025-03-24 00:00:00,4951.07,income
2025-02-05 00:00:00,1310.49,income
2025-04-10 00:00:00,9648.37,expense
2025-07-03 00:00:00,1329.02,income
2025-05-22 00:00:00,8572.73,expense
2025-02-03 00:00:00,4320.6,expense
2025-02-25 00:00:00,6401.58,income
1/3/2025,235.38,expense
2025-08-31 00:00:00,4134.47,income
2025-08-17 00:00:00,8508.53,income
2025-04-06 00:00:00,4576.46,income
2025-07-01 00:00:00,2800.27,expense
2025-05-21 00:00:00,1152.16,income
2025-09-05 00:00:00,4640.03,income
2025-07-30 00:00:00,1368.05,income
2025-10-25 00:00:00,4057.83,expense
2/6/2025,253.0,expense
2025-03-14 00:00:00,1057.64,income
2025-05-01 00:00:00,3641.85,income
2025-08-06 00:00:00,2094.14,income
2025-07-17 00:00:00,7172.23,income
2025-01-19 00:00:00,6589.72,income
2025-07-08 00:00:00,7714.34,income
2025-09-20 00:00:00,8821.51,expense
2025-05-15 00:00:00,2707.42,expense
2025-07-05 00:00:00,7409.85,income
2025-11-02 00:00:00,5781.86,expense
2025-11-15 00:00:00,9464.92,income
2025-01-25 00:00:00,7889.07,expense
2025-12-25 00:00:00,6852.6,expense
2025-10-12 00:00:00,7455.42,expense
2025-11-06 00:00:00,7316.96,expense
2025-03-06 00:00:00,9188.63,expense
2025-03-12 00:00:00,9901.74,income
2025-05-09 00:00:00,5591.74,income
2025-10-01 00:00:00,8496.17,expense
2025-02-10 00:00:00,3305.18,expense
5/17/2025,259.95,expense
2025-10-17 00:00:00,6075.46,expense
2025-11-04 00:00:00,2776.1,income
2025-02-21 00:00:00,7178.36,expense
2025-12-07 00:00:00,5984.61,expense
2025-09-30 00:00:00,3875.09,expense
2025-11-07 00:00:00,1844.23,income
2025-03-08 00:00:00,5932.81,expense
2025-11-08 00:00:00,7747.2,expense
3/28/2025,232.74,expense
2025-10-07 00:00:00,8876.98,expense
3/1/2025,8000.0,income
2025-12-08 00:00:00,6991.79,expense
2025-03-08 00:00:00,3692.84,income
2025-03-19 00:00:00,9267.09,income
2025-07-24 00:00:00,8454.09,expense
2025-10-08 00:00:00,4134.94,expense
2025-01-19 00:00:00,1909.29,expense
2025-08-05 00:00:00,8702.48,income
4/16/2025,238.01,expense
2025-01-05 00:00:00,8196.22,expense
2025-04-18 00:00:00,9556.94,income
2025-12-05 00:00:00,3163.4,expense
2025-09-02 00:00:00,9207.64,income
2025-03-16 00:00:00,3760.62,income
2025-06-30 00:00:00,5007.05,expense
2/1/2025,8000.0,income
2025-11-25 00:00:00,8613.74,expense
2025-03-07 00:00:00,8864.95,income
2025-11-20 00:00:00,8938.68,income
2025-09-12 00:00:00,1610.49,income
2025-01-28 00:00:00,8522.12,expense
2025-07-05 00:00:00,3635.09,income
2025-10-03 00:00:00,9957.71,expense
2025-07-21 00:00:00,1632.75,income
2025-12-31 00:00:00,6169.46,expense
2025-12-26 00:00:00,9673.37,income
2025-08-26 00:00:00,3813.59,income
2025-10-10 00:00:00,2419.08,expense
2025-08-29 00:00:00,3017.47,expense
2025-03-23 00:00:00,9600.4,expense
2025-06-11 00:00:00,3587.82,income
2025-03-11 00:00:00,5542.18,income
2025-10-12 00:00:00,8756.56,income
1/15/2025,208.33,expense
2025-06-29 00:00:00,5516.11,expense
2025-01-20 00:00:00,8898.44,expense
2025-08-24 00:00:00,2204.21,income
2025-06-17 00:00:00,4637.12,income
2025-09-02 00:00:00,3459.83,income
2025-10-03 00:00:00,9514.56,expense
2025-09-27 00:00:00,4705.4,expense
2025-04-08 00:00:00,2945.19,income
2025-06-27 00:00:00,8147.8,expense
2025-10-22 00:00:00,2512.07,income
2025-02-08 00:00:00,5636.3,income
2025-02-08 00:00:00,2731.57,expense
2025-05-12 00:00:00,5263.65,expense
2025-11-30 00:00:00,5198.3,income
2025-08-06 00:00:00,8853.48,income
2025-04-21 00:00:00,6325.51,expense
2025-02-02 00:00:00,6372.88,income
2025-07-09 00:00:00,7570.48,expense
2025-05-18 00:00:00,8314.59,expense
2025-01-21 00:00:00,3946.95,income
2025-11-19 00:00:00,2083.89,income
2025-01-15 00:00:00,6800.85,income
2025-04-26 00:00:00,5612.22,income
2025-11-25 00:00:00,2891.77,expense
2025-04-02 00:00:00,4496.69,expense
2025-05-06 00:00:00,3448.79,income
2025-07-15 00:00:00,8187.63,expense
2025-06-17 00:00:00,4273.2,expense
2025-06-16 00:00:00,3912.0,expense
2025-12-24 00:00:00,3489.03,income
2025-02-25 00:00:00,8429.84,income
2025-08-08 00:00:00,1868.43,income
2025-12-11 00:00:00,7931.47,expense
2025-02-06 00:00:00,2873.43,income
2025-07-09 00:00:00,3402.65,income
2025-11-11 00:00:00,7232.88,income
2025-08-02 00:00:00,7805.48,expense
2025-06-16 00:00:00,5763.98,income
2025-04-11 00:00:00,5842.96,income
2025-12-23 00:00:00,9114.29,expense
2025-06-11 00:00:00,2338.67,expense
2025-01-11 00:00:00,1163.0,income
2025-06-18 00:00:00,2680.18,expense
2025-01-31 00:00:00,1972.58,expense
2025-10-25 00:00:00,6458.9,expense
2025-12-02 00:00:00,8849.25,expense
2025-12-21 00:00:00,9810.7,income
2025-09-16 00:00:00,3848.51,income
2025-12-28 00:00:00,8914.99,income
2025-11-13 00:00:00,7095.64,income
2025-03-29 00:00:00,1745.85,income
2025-10-02 00:00:00,2242.52,income
2025-06-15 00:00:00,1015.18,income
2025-09-13 00:00:00,1876.64,expense
2025-10-02 00:00:00,9734.54,income
2025-11-08 00:00:00,1997.24,expense
2025-05-01 00:00:00,3691.98,expense
2025-10-11 00:00:00,1275.01,income
2025-05-18 00:00:00,8719.48,expense
2025-12-10 00:00:00,7975.5,income
2025-08-07 00:00:00,3293.03,income
2025-06-27 00:00:00,8780.85,expense
2025-09-23 00:00:00,9297.57,expense
2025-07-06 00:00:00,5609.64,expense
2025-05-06 00:00:00,6225.46,expense
2025-07-23 00:00:00,3672.49,expense
2025-06-06 00:00:00,7162.52,expense
2025-09-29 00:00:00,8352.69,income
2025-02-15 00:00:00,7228.8,income
2025-11-26 00:00:00,8201.62,expense
2025-08-31 00:00:00,8351.12,expense
2025-02-06 00:00:00,8293.47,expense
2025-05-06 00:00:00,1514.79,expense
2025-04-13 00:00:00,4865.06,income
2025-01-09 00:00:00,6136.25,income
2025-05-16 00:00:00,9619.24,expense
2025-01-12 00:00:00,7035.93,income
2025-07-25 00:00:00,9890.22,income
2025-10-02 00:00:00,4304.18,expense
2025-11-16 00:00:00,8417.56,expense
2025-02-08 00:00:00,6857.4,expense
2025-05-24 00:00:00,7043.51,expense
2025-12-29 00:00:00,1983.81,expense
2025-12-06 00:00:00,6821.93,expense
2025-01-22 00:00:00,2826.76,expense
6/22/2025,272.7,expense
2025-03-18 00:00:00,6334.0,expense
2025-10-26 00:00:00,1047.27,expense
2025-07-27 00:00:00,8119.02,income
2025-09-29 00:00:00,3999.5,expense
2025-12-04 00:00:00,7929.56,expense
2025-05-16 00:00:00,6954.98,expense
2025-10-14 00:00:00,7160.94,expense
2025-04-03 00:00:00,1089.16,expense
2025-09-28 00:00:00,1408.66,expense
2025-05-07 00:00:00,6243.37,income
2025-08-01 00:00:00,9753.85,income
2025-05-01 00:00:00,7298.95,expense
2025-12-16 00:00:00,1916.46,income
2025-01-14 00:00:00,1855.14,expense
